payment_id,customer_id,amount,currency,payment_method,status,failure_reason,attempt_number,customer_success_rate,timestamp,true_recovery_probability,recovery_attempted,recovery_success,predicted_recovery_probability,expected_recovery_value,recommended_action
pay_003969,cust_00929,9065.4,INR,UPI,FAILED,FRAUD_SUSPECTED,1,0.717,2026-08-09 18:11:15.661676,0.1002,True,0.0,0.16216381964768642,1470.0798906341365,ESCALATE
pay_006184,cust_02482,8624.26,INR,CARD,FAILED,FRAUD_SUSPECTED,2,0.925,2026-06-12 05:59:15.661676,0.105,True,0.0,0.17010747059319065,1467.0510543380303,ESCALATE
pay_004934,cust_02649,4437.73,INR,CARD,FAILED,INSUFFICIENT_FUNDS,3,0.84,2026-06-16 01:27:15.661676,0.374,True,1.0,0.328907068625215,1459.6007656501754,DO_NOT_ACT
pay_003647,cust_00659,2223.7,INR,UPI,FAILED,USER_CANCELLED,2,0.758,2026-07-11 19:37:15.661676,0.5948000000000001,True,1.0,0.6548036117699653,1456.0867914928717,REVIEW
pay_003727,cust_00597,2690.54,INR,CARD,FAILED,BANK_ERROR,2,0.533,2026-08-16 16:48:15.661676,0.5698000000000001,True,1.0,0.5397037085408386,1452.0944159774679,REVIEW
pay_000204,cust_02407,4200.85,INR,NETBANKING,FAILED,LIMIT_EXCEEDED,4,0.906,2026-07-28 21:32:15.661676,0.2436,True,0.0,0.3450158234265777,1449.359721841539,ESCALATE
pay_006096,cust_00154,3263.61,INR,CARD,FAILED,NETWORK_ERROR,3,0.656,2026-06-21 04:05:15.661676,0.5336,True,1.0,0.44140282103816925,1440.5666607683795,DO_NOT_ACT
pay_007440,cust_02482,2995.0,INR,UPI,FAILED,BANK_ERROR,3,0.49,2026-08-03 06:05:15.661676,0.504,True,0.0,0.48015474486314946,1438.0634608651326,DO_NOT_ACT
pay_000418,cust_01627,1983.34,INR,WALLET,FAILED,TIMEOUT,3,0.923,2026-06-17 16:46:15.661676,0.6738,True,0.0,0.719849231804927,1427.7057754079838,REVIEW
pay_008747,cust_01651,1669.95,INR,UPI,FAILED,NETWORK_ERROR,1,0.977,2026-06-16 07:28:15.661676,0.9262,True,1.0,0.8511938725001313,1421.4512073815945,RECOVER
pay_000351,cust_00304,2318.62,INR,WALLET,FAILED,INSUFFICIENT_FUNDS,1,0.888,2026-06-16 10:56:15.661676,0.5828000000000001,True,0.0,0.6094142620525582,1413.0000962803024,REVIEW
pay_009757,cust_00320,3357.14,INR,CARD,FAILED,BANK_ERROR,4,0.599,2026-06-15 15:00:15.661676,0.4494,True,0.0,0.41930495344832514,1407.6654314195102,ESCALATE
pay_005288,cust_00173,5381.39,INR,UPI,FAILED,INSUFFICIENT_FUNDS,3,0.656,2026-06-10 03:00:15.661676,0.3036,True,0.0,0.2615225856910005,1407.3550274116933,DO_NOT_ACT
pay_003753,cust_00976,4925.96,INR,UPI,FAILED,TIMEOUT,4,0.466,2026-06-14 11:31:15.661676,0.3395999999999999,True,1.0,0.28515489514172726,1404.6616072723427,ESCALATE
pay_005564,cust_00771,3286.52,INR,NETBANKING,FAILED,TIMEOUT,4,0.666,2026-07-29 23:34:15.661676,0.3995999999999999,True,0.0,0.42696353163881534,1403.2241860015995,ESCALATE
pay_008573,cust_00912,2510.67,INR,UPI,FAILED,USER_CANCELLED,1,0.519,2026-07-09 04:14:15.661676,0.5314,True,1.0,0.5559599687517287,1395.8320147459028,REVIEW
pay_008061,cust_01801,1966.92,INR,WALLET,FAILED,BANK_ERROR,2,0.658,2026-07-11 15:10:15.661676,0.6648000000000001,True,1.0,0.7081607898033694,1392.8956206800433,REVIEW
pay_001223,cust_01076,3001.96,INR,CARD,FAILED,BANK_ERROR,4,0.656,2026-07-19 00:32:15.661676,0.4836,True,0.0,0.4630226706709836,1389.975536447466,ESCALATE
pay_001362,cust_01480,2873.92,INR,WALLET,FAILED,NETWORK_ERROR,3,0.607,2026-07-28 15:40:15.661676,0.5242,True,0.0,0.48287473573677187,1387.7433605286235,DO_NOT_ACT
pay_005290,cust_01075,3745.59,INR,UPI,FAILED,CARD_EXPIRED,2,0.93,2026-06-09 01:01:15.661676,0.398,True,0.0,0.370151411807903,1386.4354265535635,DO_NOT_ACT
pay_006266,cust_02994,2021.76,INR,NETBANKING,FAILED,BANK_ERROR,3,0.754,2026-07-25 00:18:15.661676,0.6023999999999999,True,0.0,0.683766044165742,1382.4108374525306,REVIEW
pay_000201,cust_01567,2407.22,INR,CARD,FAILED,BANK_ERROR,4,0.794,2026-07-16 00:56:15.661676,0.5664,True,1.0,0.5715153369669654,1375.7631494536183,ESCALATE
pay_008803,cust_01539,2690.03,INR,WALLET,FAILED,USER_CANCELLED,2,0.546,2026-06-17 20:28:15.661676,0.4476,True,1.0,0.5107031306337635,1373.806742498743,REVIEW
pay_004144,cust_02179,2320.0,INR,CARD,FAILED,NETWORK_ERROR,4,0.956,2026-08-12 04:18:15.661676,0.6335999999999999,True,1.0,0.5897615106819435,1368.246704782109,ESCALATE
pay_001966,cust_02915,1942.37,INR,NETBANKING,FAILED,USER_CANCELLED,3,0.933,2026-08-20 21:28:15.661676,0.5598,True,0.0,0.7023647129105659,1364.2521474160958,REVIEW
pay_007304,cust_01145,2371.3,INR,UPI,FAILED,TIMEOUT,3,0.748,2026-08-25 12:55:15.661676,0.5888,True,1.0,0.5738421598141074,1360.7519135671928,REVIEW
pay_009125,cust_02290,2934.85,INR,CARD,FAILED,LIMIT_EXCEEDED,1,0.819,2026-08-10 08:28:15.661676,0.4514,True,0.0,0.4635270981916226,1360.3825041276834,DO_NOT_ACT
pay_002823,cust_02954,1738.68,INR,WALLET,FAILED,BANK_ERROR,2,0.775,2026-06-03 01:03:15.661676,0.7350000000000001,True,0.0,0.7795730616457736,1355.4280908222736,RECOVER
pay_004392,cust_00240,3484.01,INR,CARD,FAILED,LIMIT_EXCEEDED,2,0.831,2026-06-25 01:01:15.661676,0.3786,True,0.0,0.38893353221926713,1355.048315587249,DO_NOT_ACT
pay_003416,cust_02507,1607.41,INR,NETBANKING,FAILED,USER_CANCELLED,1,0.96,2026-08-14 16:51:15.661676,0.736,True,0.0,0.8396440137292819,1349.652184108585,RECOVER
pay_009152,cust_02361,2177.11,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,0.924,2026-07-05 03:13:15.661676,0.5644,True,1.0,0.619416189685235,1348.5371807256222,REVIEW
pay_003149,cust_00666,1654.85,INR,WALLET,FAILED,BANK_ERROR,3,0.95,2026-08-26 01:46:15.661676,0.76,True,1.0,0.8137413659466091,1346.619899436746,RECOVER
pay_007812,cust_01637,1568.04,INR,WALLET,FAILED,NETWORK_ERROR,1,0.968,2026-08-02 07:07:15.661676,0.9008,True,1.0,0.8576506908829431,1344.83058933209,RECOVER
pay_001594,cust_01735,3726.21,INR,WALLET,FAILED,INSUFFICIENT_FUNDS,4,0.895,2026-08-02 10:56:15.661676,0.3470000000000001,True,1.0,0.3605801856760249,1343.5974936678608,ESCALATE
pay_003591,cust_00640,4250.12,INR,UPI,FAILED,TIMEOUT,4,0.516,2026-06-13 13:26:15.661676,0.3696,True,0.0,0.3159485532762308,1342.819265250374,ESCALATE
pay_007813,cust_02786,2046.99,INR,UPI,FAILED,NETWORK_ERROR,1,0.638,2026-07-09 05:36:15.661676,0.7228,True,1.0,0.6559763412168681,1342.7770107075169,REVIEW
pay_006965,cust_02111,2113.42,INR,CARD,FAILED,USER_CANCELLED,3,0.919,2026-07-10 11:30:15.661676,0.5714,True,1.0,0.6346462967143971,1341.2741764021412,REVIEW
pay_004630,cust_02255,2540.86,INR,WALLET,FAILED,USER_CANCELLED,4,0.785,2026-06-02 12:57:15.661676,0.431,True,1.0,0.5257631332418008,1335.8905147287621,ESCALATE
pay_004100,cust_02516,1915.67,INR,UPI,FAILED,TIMEOUT,1,0.695,2026-07-31 16:33:15.661676,0.717,True,1.0,0.6963690562142302,1334.0133099179143,REVIEW
pay_008149,cust_02086,2232.78,INR,NETBANKING,FAILED,LIMIT_EXCEEDED,1,0.908,2026-07-23 23:15:15.661676,0.4848,True,0.0,0.5967948045845987,1332.5115037804003,REVIEW
pay_008764,cust_02247,2873.05,INR,WALLET,FAILED,USER_CANCELLED,3,0.596,2026-08-17 03:13:15.661676,0.3975999999999999,True,0.0,0.46312915831124957,1330.5932282861356,DO_NOT_ACT
pay_000942,cust_02350,3633.55,INR,NETBANKING,FAILED,LIMIT_EXCEEDED,2,0.719,2026-06-17 09:03:15.661676,0.2914,True,0.0,0.3660403913217659,1330.0260638872026,DO_NOT_ACT
pay_002002,cust_00485,1610.64,INR,NETBANKING,FAILED,BANK_ERROR,1,0.776,2026-08-23 18:47:15.661676,0.7756000000000001,True,0.0,0.8248981302223116,1328.613924461264,RECOVER
pay_009719,cust_00339,2909.93,INR,CARD,FAILED,NETWORK_ERROR,2,0.567,2026-07-16 06:15:15.661676,0.5602,True,1.0,0.4559598577685946,1326.8112689165664,DO_NOT_ACT
pay_007714,cust_00010,2360.4,INR,CARD,FAILED,BANK_ERROR,1,0.451,2026-08-05 22:14:15.661676,0.6006,True,0.0,0.560075237610179,1322.0015908550665,REVIEW
pay_005690,cust_02141,1580.34,INR,NETBANKING,FAILED,USER_CANCELLED,1,0.945,2026-08-03 23:47:15.661676,0.727,True,1.0,0.8328388496872425,1316.1685477147369,RECOVER
pay_002502,cust_01969,3922.75,INR,UPI,FAILED,INSUFFICIENT_FUNDS,2,0.665,2026-06-24 11:58:15.661676,0.389,True,1.0,0.3348237296128211,1313.4297853386938,DO_NOT_ACT
pay_009637,cust_01112,1701.06,INR,WALLET,FAILED,BANK_ERROR,3,0.869,2026-06-23 18:13:15.661676,0.7114,True,1.0,0.7704617336462352,1310.6016366362646,RECOVER
pay_005445,cust_00684,3309.43,INR,WALLET,FAILED,BANK_ERROR,4,0.466,2026-06-24 03:54:15.661676,0.3896,True,1.0,0.395391068955544,1308.5190653335458,ESCALATE
pay_002329,cust_00988,3154.01,INR,WALLET,FAILED,INSUFFICIENT_FUNDS,1,0.64,2026-08-06 10:35:15.661676,0.434,True,1.0,0.4146222080323068,1307.722590355976,DO_NOT_ACT
pay_001901,cust_01777,3157.59,INR,WALLET,FAILED,NETWORK_ERROR,3,0.517,2026-06-03 02:22:15.661676,0.4701999999999999,True,0.0,0.4120219600861364,1300.9964209483835,DO_NOT_ACT
pay_001881,cust_00742,3912.3,INR,WALLET,FAILED,LIMIT_EXCEEDED,3,0.759,2026-07-14 19:29:15.661676,0.2754000000000001,True,0.0,0.3322124143805977,1299.7146287812122,DO_NOT_ACT
pay_000885,cust_01328,3119.77,INR,UPI,FAILED,LIMIT_EXCEEDED,3,0.901,2026-08-03 19:06:15.661676,0.3806,True,1.0,0.41636694557998355,1298.9691058120652,DO_NOT_ACT
pay_004092,cust_02621,5633.03,INR,CARD,FAILED,INSUFFICIENT_FUNDS,4,0.79,2026-07-19 14:28:15.661676,0.264,True,1.0,0.2305304512796049,1298.5849479715528,ESCALATE
pay_002610,cust_02976,5013.55,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,3,0.65,2026-06-21 13:25:15.661676,0.24,True,0.0,0.2582875270833678,1294.9374314088186,DO_NOT_ACT
pay_009631,cust_02725,8987.04,INR,CARD,FAILED,LIMIT_EXCEEDED,3,0.491,2026-06-23 03:29:15.661676,0.0946,True,0.0,0.14375062357233057,1291.8926040694778,DO_NOT_ACT
pay_008357,cust_02617,1727.74,INR,WALLET,FAILED,BANK_ERROR,1,0.609,2026-07-14 13:22:15.661676,0.7154,True,1.0,0.7462872663334533,1289.3903615349607,REVIEW
pay_001892,cust_02009,1817.36,INR,NETBANKING,FAILED,TIMEOUT,2,0.821,2026-07-18 07:32:15.661676,0.6526,True,1.0,0.70947569597996,1289.37275084614,REVIEW
pay_004355,cust_00099,2498.31,INR,CARD,FAILED,USER_CANCELLED,3,0.766,2026-06-25 08:21:15.661676,0.4796,True,1.0,0.5154280493097111,1287.6990498709442,REVIEW
pay_007108,cust_02885,1604.41,INR,NETBANKING,FAILED,NETWORK_ERROR,2,0.979,2026-08-24 05:10:15.661676,0.7874,True,1.0,0.80254974877544,1287.6188424328038,RECOVER
pay_000618,cust_00615,3231.21,INR,CARD,FAILED,BANK_ERROR,4,0.571,2026-08-24 11:55:15.661676,0.4326,True,1.0,0.3964499888220377,1281.0131683816564,ESCALATE
pay_001631,cust_02543,2664.54,INR,NETBANKING,FAILED,BANK_ERROR,4,0.598,2026-07-30 04:23:15.661676,0.4287999999999999,True,1.0,0.4796948949619264,1278.1662354218513,ESCALATE
pay_008173,cust_01411,2230.55,INR,NETBANKING,FAILED,USER_CANCELLED,1,0.537,2026-07-28 12:27:15.661676,0.4821999999999999,True,0.0,0.5716507745270532,1275.0956351213185,REVIEW
pay_001309,cust_01376,4310.1,INR,UPI,FAILED,LIMIT_EXCEEDED,1,0.51,2026-07-17 14:13:15.661676,0.306,True,0.0,0.2954871788529024,1273.5792895738946,DO_NOT_ACT
pay_000212,cust_03000,4484.81,INR,CARD,FAILED,NETWORK_ERROR,4,0.545,2026-06-08 22:39:15.661676,0.387,True,0.0,0.2836593775908521,1272.1584132132293,ESCALATE
pay_000788,cust_02979,2610.62,INR,CARD,FAILED,BANK_ERROR,4,0.688,2026-07-14 17:04:15.661676,0.5028,True,1.0,0.48666754590021777,1270.5040286780265,ESCALATE
pay_006429,cust_00542,5336.05,INR,CARD,FAILED,TIMEOUT,4,0.465,2026-08-18 17:31:15.661676,0.2989999999999999,True,0.0,0.2377573273034031,1268.684986357324,ESCALATE
pay_003648,cust_01804,2143.49,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,0.888,2026-07-10 13:51:15.661676,0.5428000000000001,True,0.0,0.5911139396070431,1267.0468184083006,REVIEW
pay_004729,cust_02265,6464.86,INR,WALLET,FAILED,CARD_EXPIRED,4,0.833,2026-08-18 11:44:15.661676,0.1597999999999999,True,0.0,0.1955923063665581,1264.4768777369068,ESCALATE
pay_007030,cust_01537,2340.23,INR,NETBANKING,FAILED,NETWORK_ERROR,4,0.811,2026-08-09 10:24:15.661676,0.5266000000000001,True,1.0,0.5385377946107915,1260.3023030820127,ESCALATE
pay_007774,cust_01705,2579.41,INR,NETBANKING,FAILED,NETWORK_ERROR,3,0.638,2026-08-09 09:28:15.661676,0.5027999999999999,True,1.0,0.4883867255881024,1259.7496038492072,DO_NOT_ACT
pay_002697,cust_02601,4295.89,INR,CARD,FAILED,LIMIT_EXCEEDED,4,0.913,2026-08-16 11:50:15.661676,0.2678,True,0.0,0.29304082463096265,1258.8711481239063,ESCALATE
pay_009566,cust_02569,1963.94,INR,CARD,FAILED,TIMEOUT,1,0.695,2026-06-05 09:25:15.661676,0.6769999999999999,True,0.0,0.6406851968111036,1258.267285425199,REVIEW
pay_001768,cust_02741,1570.72,INR,UPI,FAILED,BANK_ERROR,2,0.841,2026-06-20 19:36:15.661676,0.7946000000000001,True,1.0,0.8007256269858484,1257.7157568192117,RECOVER
pay_003930,cust_00981,2075.18,INR,CARD,FAILED,TIMEOUT,4,0.976,2026-08-05 06:59:15.661676,0.6055999999999999,True,1.0,0.6044100760599798,1254.2597016381487,ESCALATE
pay_003823,cust_02147,1744.26,INR,CARD,FAILED,BANK_ERROR,1,0.669,2026-07-01 10:49:15.661676,0.7314,True,0.0,0.7188207295195101,1253.8102456717008,REVIEW
pay_007594,cust_02130,1666.38,INR,WALLET,FAILED,TIMEOUT,3,0.975,2026-08-25 13:00:15.661676,0.705,True,1.0,0.7513399897869691,1252.0179321812097,RECOVER
pay_006796,cust_00069,5537.96,INR,NETBANKING,FAILED,CARD_EXPIRED,3,0.808,2026-07-26 12:03:15.661676,0.1848,True,0.0,0.22578909041491377,1250.4109511541758,DO_NOT_ACT
pay_007945,cust_01755,2513.05,INR,UPI,FAILED,NETWORK_ERROR,3,0.653,2026-06-23 08:53:15.661676,0.5718,True,0.0,0.4972385551355945,1249.5853509835058,DO_NOT_ACT
pay_002613,cust_00024,1538.87,INR,WALLET,FAILED,NETWORK_ERROR,2,0.976,2026-06-05 18:35:15.661676,0.8256,True,1.0,0.8119581584546618,1249.4980513011253,RECOVER
pay_001969,cust_00529,1547.0,INR,NETBANKING,FAILED,BANK_ERROR,2,0.85,2026-06-04 21:02:15.661676,0.74,True,0.0,0.8071530661891684,1248.6657933946435,RECOVER
pay_000835,cust_01354,1758.56,INR,WALLET,FAILED,BANK_ERROR,3,0.772,2026-08-04 08:06:15.661676,0.6532,True,1.0,0.7099871365242043,1248.5549788060048,REVIEW
pay_008913,cust_02478,1512.59,INR,UPI,FAILED,BANK_ERROR,1,0.773,2026-07-22 07:27:15.661676,0.8338000000000001,True,1.0,0.8213744590586723,1242.4027930275572,RECOVER
pay_001073,cust_02660,1922.65,INR,WALLET,FAILED,INSUFFICIENT_FUNDS,1,0.938,2026-06-21 18:45:15.661676,0.6128,True,1.0,0.645290933435825,1240.6686131703889,REVIEW
pay_008594,cust_00063,2015.63,INR,UPI,FAILED,TIMEOUT,3,0.801,2026-06-29 22:43:15.661676,0.6206,True,0.0,0.613466313967907,1236.5211064231323,REVIEW
pay_001463,cust_02939,1529.63,INR,WALLET,FAILED,BANK_ERROR,2,0.827,2026-08-19 13:04:15.661676,0.7662000000000001,True,1.0,0.8065780420299085,1233.7659704302089,RECOVER
pay_009119,cust_02152,1691.65,INR,UPI,FAILED,BANK_ERROR,1,0.602,2026-06-09 02:13:15.661676,0.7312000000000001,True,0.0,0.7253702798960244,1227.0726339861098,REVIEW
pay_005244,cust_00403,3051.98,INR,NETBANKING,FAILED,USER_CANCELLED,3,0.538,2026-07-31 11:30:15.661676,0.3228,True,1.0,0.4001659330691259,1221.298424408311,DO_NOT_ACT
pay_006750,cust_00436,1566.17,INR,UPI,FAILED,TIMEOUT,2,0.939,2026-08-02 14:11:15.661676,0.7834,True,1.0,0.7790761948813729,1220.16576413736,RECOVER
pay_007098,cust_02883,1718.15,INR,CARD,FAILED,USER_CANCELLED,2,0.916,2026-07-20 23:11:15.661676,0.6496000000000001,True,1.0,0.709116588309956,1218.368666204751,REVIEW
pay_006330,cust_00583,1976.15,INR,WALLET,FAILED,BANK_ERROR,2,0.531,2026-08-20 17:32:15.661676,0.5886000000000001,True,1.0,0.6157661591735418,1216.8462954507947,REVIEW
pay_002679,cust_01893,1951.35,INR,NETBANKING,FAILED,NETWORK_ERROR,3,0.807,2026-08-08 21:46:15.661676,0.6042,True,0.0,0.620163883602843,1210.1567942684076,REVIEW
pay_000687,cust_00304,1491.8,INR,NETBANKING,FAILED,BANK_ERROR,1,0.745,2026-06-16 05:22:15.661676,0.757,True,0.0,0.8093221683281036,1207.346810711865,RECOVER
pay_002007,cust_00313,1809.79,INR,UPI,FAILED,BANK_ERROR,2,0.623,2026-08-18 04:12:15.661676,0.6638000000000001,True,0.0,0.6646952553671641,1202.9588262109398,REVIEW
pay_008743,cust_00024,2008.0,INR,UPI,FAILED,NETWORK_ERROR,2,0.673,2026-07-30 20:42:15.661676,0.6638000000000001,True,0.0,0.5987565698144266,1202.3031921873685,REVIEW
pay_005870,cust_01618,1327.12,INR,NETBANKING,FAILED,BANK_ERROR,1,0.985,2026-07-13 09:41:15.661676,0.901,True,1.0,0.9025527634815494,1197.7958234716339,RECOVER
pay_008598,cust_01319,4181.78,INR,UPI,FAILED,LIMIT_EXCEEDED,3,0.716,2026-08-13 02:26:15.661676,0.2696,True,0.0,0.2857955052236533,1195.1339278341688,DO_NOT_ACT
pay_005514,cust_00895,2223.9,INR,UPI,FAILED,BANK_ERROR,4,0.675,2026-06-27 18:15:15.661676,0.5350000000000001,True,1.0,0.5367992904397737,1193.7879420090128,ESCALATE
pay_001044,cust_00567,1753.19,INR,NETBANKING,FAILED,NETWORK_ERROR,3,0.888,2026-07-04 03:40:15.661676,0.6527999999999999,True,0.0,0.6791883263200211,1190.746181820998,REVIEW
pay_008331,cust_02461,1522.09,INR,WALLET,FAILED,USER_CANCELLED,1,0.821,2026-06-15 00:54:15.661676,0.6926,True,1.0,0.7809256195661649,1188.639076285464,RECOVER
pay_009721,cust_02380,1394.52,INR,NETBANKING,FAILED,USER_CANCELLED,1,0.989,2026-08-23 10:09:15.661676,0.7534,True,0.0,0.8513286574811006,1187.1948394305446,RECOVER
pay_007891,cust_02252,2065.88,INR,WALLET,FAILED,LIMIT_EXCEEDED,1,0.858,2026-08-07 16:00:15.661676,0.4948,True,1.0,0.5735784698230185,1184.9442892379775,REVIEW
pay_001111,cust_00700,1552.24,INR,NETBANKING,FAILED,USER_CANCELLED,2,0.919,2026-07-22 05:06:15.661676,0.6314000000000001,True,1.0,0.7616334004676417,1182.237829541892,RECOVER
pay_001822,cust_00786,1922.69,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,0.919,2026-08-29 05:02:15.661676,0.5614,True,0.0,0.614055157556049,1180.63771088144,REVIEW
pay_004859,cust_01913,2007.31,INR,CARD,FAILED,INSUFFICIENT_FUNDS,1,0.966,2026-06-19 06:52:15.661676,0.6096,True,0.0,0.587884059874714,1180.0655522271122,REVIEW
pay_002680,cust_02374,1464.46,INR,UPI,FAILED,NETWORK_ERROR,1,0.879,2026-08-07 19:39:15.661676,0.8674000000000001,True,1.0,0.805115111625081,1179.0588763704661,RECOVER
pay_006284,cust_00995,4085.25,INR,UPI,FAILED,CARD_EXPIRED,1,0.704,2026-08-04 12:38:15.661676,0.3424,True,1.0,0.28839208815975037,1178.15377815462,DO_NOT_ACT
pay_001749,cust_00179,2104.15,INR,CARD,FAILED,NETWORK_ERROR,3,0.81,2026-08-20 08:15:15.661676,0.626,True,1.0,0.5594596409779775,1177.1870035638115,REVIEW
pay_000498,cust_00985,1552.67,INR,WALLET,FAILED,NETWORK_ERROR,2,0.877,2026-08-01 08:46:15.661676,0.7662000000000001,True,1.0,0.7575988700945905,1176.301037629768,RECOVER
pay_006733,cust_02125,2034.16,INR,UPI,FAILED,USER_CANCELLED,1,0.55,2026-06-10 09:10:15.661676,0.55,True,1.0,0.5779170766067433,1175.575800550373,REVIEW
pay_009654,cust_01308,6092.04,INR,WALLET,FAILED,FRAUD_SUSPECTED,2,0.888,2026-06-07 19:12:15.661676,0.1028,True,1.0,0.19277422303526223,1174.3882776997389,ESCALATE
pay_000896,cust_01058,3038.04,INR,CARD,FAILED,CARD_EXPIRED,1,0.924,2026-07-17 18:23:15.661676,0.4344,True,0.0,0.3862299401260619,1173.382007300581,DO_NOT_ACT
pay_005333,cust_02624,2219.28,INR,UPI,FAILED,NETWORK_ERROR,1,0.474,2026-06-08 06:14:15.661676,0.6244000000000001,True,1.0,0.528393235614211,1172.6525399339064,REVIEW
pay_001307,cust_02570,1849.27,INR,UPI,FAILED,NETWORK_ERROR,1,0.61,2026-07-05 18:32:15.661676,0.7060000000000001,True,1.0,0.633897498551602,1172.2476271465212,REVIEW
pay_007683,cust_01020,1522.2,INR,NETBANKING,FAILED,NETWORK_ERROR,2,0.913,2026-08-28 07:59:15.661676,0.7478,True,1.0,0.7657643670767295,1165.6465195641977,RECOVER
pay_005728,cust_00184,1503.47,INR,NETBANKING,FAILED,USER_CANCELLED,1,0.832,2026-08-01 08:27:15.661676,0.6592,True,1.0,0.7746299190090454,1164.6328443325297,RECOVER
pay_007065,cust_02439,2184.14,INR,CARD,FAILED,BANK_ERROR,4,0.747,2026-08-21 09:33:15.661676,0.5382,True,1.0,0.5321718016465169,1162.3377188482234,ESCALATE
pay_004262,cust_01345,1437.36,INR,NETBANKING,FAILED,TIMEOUT,1,0.877,2026-08-23 02:35:15.661676,0.7662,True,0.0,0.8061130023588666,1158.6745850705404,RECOVER
pay_000403,cust_01143,1815.64,INR,NETBANKING,FAILED,TIMEOUT,3,0.831,2026-06-21 04:59:15.661676,0.5785999999999999,True,0.0,0.6380547237946979,1158.4776787106052,REVIEW
pay_002138,cust_02934,6243.0,INR,UPI,FAILED,INSUFFICIENT_FUNDS,4,0.622,2026-07-22 23:34:15.661676,0.2032,True,0.0,0.18448134104214683,1151.7170121261227,ESCALATE
pay_004382,cust_00337,2081.72,INR,WALLET,FAILED,NETWORK_ERROR,1,0.477,2026-07-14 10:24:15.661676,0.6062000000000001,True,1.0,0.5508101877067214,1146.632583952836,REVIEW
pay_004062,cust_02256,2260.66,INR,NETBANKING,FAILED,NETWORK_ERROR,2,0.553,2026-06-05 02:45:15.661676,0.5318,True,1.0,0.5065833045332184,1145.2126132260655,REVIEW
pay_005129,cust_01985,2037.91,INR,UPI,FAILED,BANK_ERROR,4,0.707,2026-08-10 01:33:15.661676,0.5542,True,1.0,0.5615407579666017,1144.3695260677175,ESCALATE
pay_006877,cust_02698,2809.65,INR,UPI,FAILED,INSUFFICIENT_FUNDS,1,0.656,2026-07-01 22:14:15.661676,0.4636,True,0.0,0.4049101369074786,1137.6557661620973,DO_NOT_ACT
pay_009865,cust_00680,1983.22,INR,WALLET,FAILED,NETWORK_ERROR,2,0.61,2026-07-19 15:20:15.661676,0.6060000000000001,True,1.0,0.5689661199953421,1128.3849884971623,REVIEW
pay_007915,cust_02365,1379.81,INR,NETBANKING,FAILED,BANK_ERROR,2,0.872,2026-08-21 07:42:15.661676,0.7532000000000001,True,1.0,0.8174782567830906,1127.9646734918763,RECOVER
pay_002574,cust_01486,1736.86,INR,NETBANKING,FAILED,BANK_ERROR,3,0.707,2026-06-28 15:40:15.661676,0.5741999999999999,True,0.0,0.6480370905256958,1125.54970105046,REVIEW
pay_009869,cust_01750,2449.8,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,0.831,2026-07-16 18:25:15.661676,0.4285999999999999,True,1.0,0.4579392559339131,1121.8595891869004,DO_NOT_ACT
pay_004718,cust_02875,4662.96,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,0.514,2026-08-16 05:38:15.661676,0.2384,True,0.0,0.24056728563339266,1121.7556302170847,DO_NOT_ACT
pay_002162,cust_02419,2202.18,INR,NETBANKING,FAILED,LIMIT_EXCEEDED,2,0.908,2026-08-08 23:04:15.661676,0.4048,True,1.0,0.5082034082465791,1119.1553815724515,REVIEW
pay_008140,cust_00198,2385.23,INR,NETBANKING,FAILED,LIMIT_EXCEEDED,3,0.967,2026-07-05 00:34:15.661676,0.3601999999999999,True,0.0,0.46795945583193144,1116.1909328339977,DO_NOT_ACT
pay_005069,cust_02745,1778.55,INR,WALLET,FAILED,USER_CANCELLED,3,0.807,2026-07-27 15:19:15.661676,0.5242,True,1.0,0.6258850635064968,1113.1678796994797,REVIEW
pay_006593,cust_00050,5859.55,INR,UPI,FAILED,FRAUD_SUSPECTED,1,0.8,2026-07-08 12:08:15.661676,0.15,True,1.0,0.18987614774850162,1112.5887815397327,ESCALATE
pay_008164,cust_02362,1776.46,INR,CARD,FAILED,BANK_ERROR,2,0.649,2026-06-29 03:58:15.661676,0.6394000000000001,True,1.0,0.6260962683323787,1112.2349768417375,REVIEW
pay_007378,cust_00066,2943.36,INR,NETBANKING,FAILED,LIMIT_EXCEEDED,2,0.737,2026-06-01 08:04:15.661676,0.3021999999999999,True,1.0,0.3757546440142692,1105.9811890058395,DO_NOT_ACT
pay_006997,cust_00504,3345.01,INR,WALLET,FAILED,LIMIT_EXCEEDED,2,0.651,2026-07-21 13:16:15.661676,0.2906,True,0.0,0.33031424576667723,1104.904455231993,DO_NOT_ACT
pay_007582,cust_02818,3083.42,INR,CARD,FAILED,USER_CANCELLED,3,0.564,2026-07-10 00:14:15.661676,0.3583999999999999,True,0.0,0.3580357799140458,1103.974684502567,DO_NOT_ACT
pay_005303,cust_00582,3591.48,INR,UPI,FAILED,LIMIT_EXCEEDED,3,0.752,2026-07-13 08:24:15.661676,0.2911999999999999,True,1.0,0.3072645604378154,1103.5345235212053,DO_NOT_ACT
