payment_id,customer_id,amount,currency,payment_method,status,failure_reason,attempt_number,customer_success_rate,timestamp
pay_005059,cust_00573,1618.4,INR,UPI,FAILED,FRAUD_SUSPECTED,1,0.909,2026-06-09 10:37:15.661676
pay_004732,cust_01031,1737.31,INR,CARD,SUCCESS,,1,0.776,2026-06-09 10:42:15.661676
pay_004530,cust_02330,1163.53,INR,UPI,FAILED,USER_CANCELLED,2,0.816,2026-06-09 10:43:15.661676
pay_007061,cust_02542,6178.61,INR,WALLET,FAILED,USER_CANCELLED,2,0.621,2026-06-09 10:47:15.661676
pay_009415,cust_01765,678.91,INR,UPI,SUCCESS,,1,0.872,2026-06-09 10:51:15.661676
pay_004337,cust_00123,478.73,INR,UPI,SUCCESS,,1,0.524,2026-06-09 11:00:15.661676
pay_006609,cust_02913,963.2,INR,WALLET,SUCCESS,,1,0.634,2026-06-09 11:10:15.661676
pay_005798,cust_01136,1470.65,INR,NETBANKING,SUCCESS,,1,0.776,2026-06-09 11:25:15.661676
pay_003273,cust_02311,3659.66,INR,NETBANKING,SUCCESS,,1,0.787,2026-06-09 11:40:15.661676
pay_007520,cust_01918,3090.35,INR,WALLET,SUCCESS,,1,0.544,2026-06-09 11:54:15.661676
pay_001023,cust_01320,1773.16,INR,UPI,SUCCESS,,1,0.486,2026-06-09 12:02:15.661676
pay_004217,cust_01337,7984.98,INR,CARD,SUCCESS,,1,0.892,2026-06-09 12:19:15.661676
pay_009457,cust_00608,3378.16,INR,CARD,SUCCESS,,1,0.526,2026-06-09 12:24:15.661676
pay_002752,cust_02205,6364.02,INR,CARD,FAILED,USER_CANCELLED,4,0.739,2026-06-09 12:50:15.661676
pay_006828,cust_00284,1790.34,INR,WALLET,SUCCESS,,1,0.819,2026-06-09 12:58:15.661676
pay_000374,cust_01016,3894.87,INR,CARD,SUCCESS,,1,0.961,2026-06-09 13:15:15.661676
pay_001826,cust_00030,2574.87,INR,UPI,SUCCESS,,1,0.878,2026-06-09 13:19:15.661676
pay_000042,cust_00780,2073.71,INR,UPI,SUCCESS,,1,0.641,2026-06-09 13:30:15.661676
pay_004753,cust_01294,1497.07,INR,WALLET,SUCCESS,,1,0.718,2026-06-09 13:31:15.661676
pay_002529,cust_02601,9369.69,INR,NETBANKING,SUCCESS,,1,0.46,2026-06-09 13:59:15.661676
pay_009953,cust_00480,887.25,INR,CARD,SUCCESS,,1,0.661,2026-06-09 14:05:15.661676
pay_002968,cust_02985,1145.64,INR,CARD,SUCCESS,,1,0.566,2026-06-09 14:10:15.661676
pay_001168,cust_02862,2838.77,INR,WALLET,SUCCESS,,1,0.82,2026-06-09 14:14:15.661676
pay_001224,cust_01294,2517.54,INR,UPI,FAILED,LIMIT_EXCEEDED,4,0.78,2026-06-09 14:27:15.661676
pay_004498,cust_00251,4279.02,INR,CARD,SUCCESS,,1,0.616,2026-06-09 15:12:15.661676
pay_008524,cust_02448,802.08,INR,NETBANKING,SUCCESS,,1,0.632,2026-06-09 15:24:15.661676
pay_001590,cust_01480,1937.04,INR,WALLET,SUCCESS,,1,0.68,2026-06-09 15:49:15.661676
pay_000865,cust_00276,1107.4,INR,NETBANKING,SUCCESS,,1,0.764,2026-06-09 16:17:15.661676
pay_006560,cust_01965,5550.3,INR,NETBANKING,SUCCESS,,1,0.715,2026-06-09 16:25:15.661676
pay_000472,cust_02037,286.71,INR,WALLET,SUCCESS,,1,0.84,2026-06-09 17:10:15.661676
pay_004936,cust_01199,2792.56,INR,CARD,SUCCESS,,1,0.689,2026-06-09 17:17:15.661676
pay_008697,cust_01411,11807.61,INR,UPI,SUCCESS,,1,0.49,2026-06-09 18:16:15.661676
pay_000228,cust_00968,763.42,INR,NETBANKING,FAILED,NETWORK_ERROR,3,0.483,2026-06-09 18:48:15.661676
pay_009636,cust_00636,586.77,INR,WALLET,FAILED,NETWORK_ERROR,4,0.76,2026-06-09 18:49:15.661676
pay_002351,cust_02521,4221.51,INR,NETBANKING,SUCCESS,,1,0.539,2026-06-09 19:03:15.661676
pay_001402,cust_00552,2777.54,INR,UPI,SUCCESS,,1,0.898,2026-06-09 19:21:15.661676
pay_008647,cust_01259,310.34,INR,WALLET,SUCCESS,,1,0.587,2026-06-09 19:26:15.661676
pay_004321,cust_02825,1779.52,INR,NETBANKING,SUCCESS,,1,0.536,2026-06-09 19:34:15.661676
pay_004097,cust_00313,2911.41,INR,CARD,SUCCESS,,1,0.496,2026-06-09 19:37:15.661676
pay_003833,cust_00417,4141.74,INR,CARD,FAILED,TIMEOUT,4,0.871,2026-06-09 19:37:15.661676
pay_004047,cust_00896,3167.06,INR,NETBANKING,SUCCESS,,1,0.506,2026-06-09 19:41:15.661676
pay_006246,cust_01357,2692.51,INR,UPI,SUCCESS,,1,0.804,2026-06-09 19:53:15.661676
pay_004899,cust_02022,3092.48,INR,NETBANKING,FAILED,BANK_ERROR,4,0.683,2026-06-09 19:56:15.661676
pay_003379,cust_01313,2710.19,INR,CARD,FAILED,FRAUD_SUSPECTED,3,0.935,2026-06-09 20:06:15.661676
pay_005900,cust_01389,4330.53,INR,WALLET,SUCCESS,,1,0.716,2026-06-09 20:08:15.661676
pay_003160,cust_01269,2322.84,INR,NETBANKING,SUCCESS,,1,0.765,2026-06-09 20:09:15.661676
pay_002187,cust_00601,578.73,INR,UPI,SUCCESS,,1,0.848,2026-06-09 20:12:15.661676
pay_003694,cust_02906,4212.85,INR,CARD,SUCCESS,,1,0.59,2026-06-09 20:14:15.661676
pay_001991,cust_01864,3430.04,INR,WALLET,SUCCESS,,1,0.524,2026-06-09 20:43:15.661676
pay_008356,cust_01340,3883.78,INR,NETBANKING,SUCCESS,,1,0.622,2026-06-09 21:16:15.661676
pay_008976,cust_02477,870.64,INR,UPI,SUCCESS,,1,0.946,2026-06-09 21:32:15.661676
pay_002114,cust_00852,810.99,INR,WALLET,SUCCESS,,1,0.462,2026-06-09 21:41:15.661676
pay_004480,cust_00192,4201.15,INR,CARD,SUCCESS,,1,0.488,2026-06-09 22:15:15.661676
pay_001031,cust_00885,1471.59,INR,UPI,SUCCESS,,1,0.737,2026-06-09 22:53:15.661676
pay_004289,cust_01421,6046.92,INR,UPI,SUCCESS,,1,0.583,2026-06-09 22:58:15.661676
pay_002621,cust_01537,3176.72,INR,UPI,SUCCESS,,1,0.635,2026-06-09 23:21:15.661676
pay_005089,cust_02760,1934.52,INR,UPI,SUCCESS,,1,0.872,2026-06-09 23:30:15.661676
pay_002001,cust_00452,1053.48,INR,CARD,FAILED,NETWORK_ERROR,1,0.782,2026-06-10 00:00:15.661676
pay_005806,cust_02693,2017.06,INR,WALLET,SUCCESS,,1,0.672,2026-06-10 00:15:15.661676
pay_000126,cust_02829,10429.2,INR,CARD,SUCCESS,,1,0.613,2026-06-10 00:22:15.661676
pay_006657,cust_02375,654.96,INR,CARD,SUCCESS,,1,0.887,2026-06-10 00:36:15.661676
pay_004104,cust_00449,3673.69,INR,WALLET,SUCCESS,,1,0.527,2026-06-10 00:38:15.661676
pay_006431,cust_01295,1093.42,INR,CARD,SUCCESS,,1,0.521,2026-06-10 00:53:15.661676
pay_000007,cust_00882,6395.63,INR,NETBANKING,SUCCESS,,1,0.502,2026-06-10 01:02:15.661676
pay_003485,cust_02491,805.55,INR,NETBANKING,SUCCESS,,1,0.985,2026-06-10 01:04:15.661676
pay_006099,cust_00179,2178.59,INR,NETBANKING,FAILED,USER_CANCELLED,2,0.867,2026-06-10 01:13:15.661676
pay_005168,cust_00098,1602.8,INR,NETBANKING,SUCCESS,,1,0.941,2026-06-10 01:18:15.661676
pay_003443,cust_02014,2023.91,INR,CARD,SUCCESS,,1,0.591,2026-06-10 01:19:15.661676
pay_007713,cust_01434,1483.46,INR,UPI,SUCCESS,,1,0.539,2026-06-10 01:24:15.661676
pay_007765,cust_00169,5850.49,INR,NETBANKING,SUCCESS,,1,0.781,2026-06-10 01:29:15.661676
pay_008091,cust_01835,780.28,INR,WALLET,SUCCESS,,1,0.565,2026-06-10 01:52:15.661676
pay_009685,cust_01517,968.89,INR,UPI,SUCCESS,,1,0.62,2026-06-10 01:52:15.661676
pay_005613,cust_02933,4150.09,INR,WALLET,SUCCESS,,1,0.709,2026-06-10 01:57:15.661676
pay_005697,cust_01277,1313.01,INR,CARD,SUCCESS,,1,0.923,2026-06-10 02:19:15.661676
pay_000277,cust_00605,2120.16,INR,CARD,SUCCESS,,1,0.557,2026-06-10 02:20:15.661676
pay_002606,cust_02173,1559.9,INR,WALLET,SUCCESS,,1,0.951,2026-06-10 02:35:15.661676
pay_004690,cust_02162,1228.65,INR,UPI,SUCCESS,,1,0.909,2026-06-10 02:40:15.661676
pay_002429,cust_00318,4444.77,INR,CARD,SUCCESS,,1,0.601,2026-06-10 02:43:15.661676
pay_005288,cust_00173,5381.39,INR,UPI,FAILED,INSUFFICIENT_FUNDS,3,0.656,2026-06-10 03:00:15.661676
pay_006684,cust_00692,1735.59,INR,CARD,SUCCESS,,1,0.756,2026-06-10 03:07:15.661676
pay_009380,cust_01379,2050.25,INR,NETBANKING,SUCCESS,,1,0.802,2026-06-10 03:10:15.661676
pay_003276,cust_00068,5347.34,INR,UPI,SUCCESS,,1,0.524,2026-06-10 03:11:15.661676
pay_005241,cust_01961,1666.37,INR,NETBANKING,SUCCESS,,1,0.749,2026-06-10 03:23:15.661676
pay_001241,cust_01809,1335.02,INR,NETBANKING,SUCCESS,,1,0.488,2026-06-10 03:24:15.661676
pay_006970,cust_01858,3502.12,INR,WALLET,SUCCESS,,1,0.633,2026-06-10 03:27:15.661676
pay_008529,cust_02645,4057.42,INR,NETBANKING,SUCCESS,,1,0.926,2026-06-10 03:38:15.661676
pay_008031,cust_01925,1297.33,INR,NETBANKING,SUCCESS,,1,0.751,2026-06-10 03:56:15.661676
pay_006883,cust_01488,1009.12,INR,WALLET,SUCCESS,,1,0.857,2026-06-10 03:59:15.661676
pay_007907,cust_02582,1936.19,INR,UPI,SUCCESS,,1,0.938,2026-06-10 04:00:15.661676
pay_003213,cust_01595,6862.17,INR,WALLET,SUCCESS,,1,0.869,2026-06-10 04:01:15.661676
pay_008851,cust_00910,8064.71,INR,CARD,SUCCESS,,1,0.659,2026-06-10 04:10:15.661676
pay_002091,cust_00068,2348.18,INR,WALLET,SUCCESS,,1,0.856,2026-06-10 04:14:15.661676
pay_005115,cust_01029,1624.01,INR,UPI,SUCCESS,,1,0.977,2026-06-10 04:22:15.661676
pay_000629,cust_02979,1890.47,INR,NETBANKING,SUCCESS,,1,0.981,2026-06-10 04:50:15.661676
pay_002718,cust_01777,3670.87,INR,NETBANKING,FAILED,USER_CANCELLED,4,0.753,2026-06-10 04:52:15.661676
pay_003340,cust_01765,7609.01,INR,CARD,SUCCESS,,1,0.87,2026-06-10 05:09:15.661676
pay_009480,cust_01399,4168.12,INR,UPI,SUCCESS,,1,0.892,2026-06-10 05:10:15.661676
pay_005499,cust_00113,312.47,INR,NETBANKING,SUCCESS,,1,0.698,2026-06-10 05:23:15.661676
pay_009523,cust_00706,3877.74,INR,NETBANKING,SUCCESS,,1,0.541,2026-06-10 05:29:15.661676
pay_008864,cust_01623,480.24,INR,CARD,SUCCESS,,1,0.724,2026-06-10 05:38:15.661676
pay_002792,cust_00098,1157.55,INR,WALLET,SUCCESS,,1,0.711,2026-06-10 05:39:15.661676
pay_008605,cust_02855,2953.1,INR,UPI,FAILED,CARD_EXPIRED,3,0.852,2026-06-10 05:43:15.661676
pay_004872,cust_02402,5367.37,INR,CARD,SUCCESS,,1,0.567,2026-06-10 06:01:15.661676
pay_003995,cust_02015,346.52,INR,NETBANKING,SUCCESS,,1,0.453,2026-06-10 06:08:15.661676
pay_007903,cust_02272,2467.73,INR,NETBANKING,SUCCESS,,1,0.76,2026-06-10 06:20:15.661676
pay_008023,cust_02000,424.29,INR,CARD,SUCCESS,,1,0.478,2026-06-10 06:38:15.661676
pay_009131,cust_02923,4800.33,INR,CARD,SUCCESS,,1,0.971,2026-06-10 06:41:15.661676
pay_009170,cust_01538,2377.44,INR,NETBANKING,SUCCESS,,1,0.746,2026-06-10 07:29:15.661676
pay_001843,cust_02867,1165.63,INR,UPI,SUCCESS,,1,0.837,2026-06-10 08:10:15.661676
pay_000129,cust_01721,1958.08,INR,WALLET,SUCCESS,,1,0.646,2026-06-10 08:19:15.661676
pay_003640,cust_01888,2607.75,INR,CARD,SUCCESS,,1,0.48,2026-06-10 08:39:15.661676
pay_001164,cust_02767,484.77,INR,UPI,SUCCESS,,1,0.497,2026-06-10 09:10:15.661676
pay_006733,cust_02125,2034.16,INR,UPI,FAILED,USER_CANCELLED,1,0.55,2026-06-10 09:10:15.661676
pay_004933,cust_02853,6170.81,INR,NETBANKING,SUCCESS,,1,0.536,2026-06-10 09:22:15.661676
pay_002320,cust_00615,749.85,INR,UPI,SUCCESS,,1,0.886,2026-06-10 09:50:15.661676
pay_005211,cust_02751,1969.9,INR,UPI,SUCCESS,,1,0.797,2026-06-10 09:51:15.661676
pay_006091,cust_02925,3282.26,INR,NETBANKING,SUCCESS,,1,0.757,2026-06-10 10:06:15.661676
pay_003146,cust_01231,2633.41,INR,NETBANKING,SUCCESS,,1,0.75,2026-06-10 10:24:15.661676
pay_004903,cust_01046,794.79,INR,NETBANKING,SUCCESS,,1,0.932,2026-06-10 10:26:15.661676
pay_001855,cust_00518,4025.75,INR,CARD,SUCCESS,,1,0.741,2026-06-10 10:36:15.661676
pay_006146,cust_00303,1516.12,INR,WALLET,SUCCESS,,1,0.86,2026-06-10 10:40:15.661676
pay_009544,cust_01276,1146.99,INR,WALLET,SUCCESS,,1,0.503,2026-06-10 10:42:15.661676
pay_005945,cust_01396,2681.97,INR,CARD,SUCCESS,,1,0.762,2026-06-10 10:42:15.661676
pay_009133,cust_00538,2197.95,INR,CARD,SUCCESS,,1,0.714,2026-06-10 11:16:15.661676
pay_000487,cust_01764,1077.87,INR,CARD,FAILED,INSUFFICIENT_FUNDS,2,0.554,2026-06-10 11:32:15.661676
pay_002112,cust_02441,1587.26,INR,UPI,SUCCESS,,1,0.591,2026-06-10 11:40:15.661676
pay_005786,cust_01225,2901.28,INR,UPI,SUCCESS,,1,0.533,2026-06-10 11:41:15.661676
pay_001930,cust_01223,8661.8,INR,NETBANKING,SUCCESS,,1,0.931,2026-06-10 11:52:15.661676
pay_004401,cust_02873,2670.03,INR,NETBANKING,SUCCESS,,1,0.821,2026-06-10 11:54:15.661676
pay_007044,cust_01506,534.93,INR,WALLET,SUCCESS,,1,0.685,2026-06-10 12:19:15.661676
pay_003080,cust_00903,1482.04,INR,NETBANKING,SUCCESS,,1,0.812,2026-06-10 12:21:15.661676
pay_003608,cust_01501,4296.64,INR,WALLET,SUCCESS,,1,0.466,2026-06-10 12:23:15.661676
pay_009992,cust_02130,2107.3,INR,UPI,SUCCESS,,1,0.634,2026-06-10 12:25:15.661676
pay_003495,cust_01203,2722.21,INR,WALLET,SUCCESS,,1,0.627,2026-06-10 12:39:15.661676
pay_002933,cust_01820,887.68,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,0.831,2026-06-10 13:08:15.661676
pay_007777,cust_01468,4154.91,INR,UPI,FAILED,BANK_ERROR,2,0.76,2026-06-10 13:25:15.661676
pay_007560,cust_00279,1524.05,INR,NETBANKING,SUCCESS,,1,0.905,2026-06-10 14:11:15.661676
pay_005281,cust_00004,1082.62,INR,UPI,FAILED,NETWORK_ERROR,1,0.707,2026-06-10 14:18:15.661676
pay_005322,cust_02585,693.18,INR,WALLET,SUCCESS,,1,0.833,2026-06-10 14:25:15.661676
pay_002812,cust_02336,1087.41,INR,NETBANKING,SUCCESS,,1,0.663,2026-06-10 14:46:15.661676
pay_001935,cust_00747,14995.04,INR,NETBANKING,FAILED,LIMIT_EXCEEDED,4,0.537,2026-06-10 15:12:15.661676
pay_003430,cust_01413,4363.62,INR,WALLET,SUCCESS,,1,0.951,2026-06-10 15:15:15.661676
pay_003367,cust_00505,1187.13,INR,NETBANKING,SUCCESS,,1,0.572,2026-06-10 15:33:15.661676
pay_008641,cust_01263,6592.16,INR,CARD,SUCCESS,,1,0.462,2026-06-10 15:33:15.661676
pay_008847,cust_02225,1373.33,INR,NETBANKING,FAILED,NETWORK_ERROR,2,0.876,2026-06-10 15:34:15.661676
pay_008921,cust_00813,6951.08,INR,CARD,SUCCESS,,1,0.664,2026-06-10 15:53:15.661676
pay_009762,cust_00284,910.55,INR,UPI,SUCCESS,,1,0.99,2026-06-10 16:10:15.661676
pay_001815,cust_01686,1458.52,INR,UPI,SUCCESS,,1,0.869,2026-06-10 16:28:15.661676
pay_005384,cust_00512,6957.81,INR,WALLET,FAILED,USER_CANCELLED,3,0.711,2026-06-10 16:40:15.661676
pay_000529,cust_02874,2225.59,INR,UPI,SUCCESS,,1,0.805,2026-06-10 16:41:15.661676
pay_002185,cust_01014,308.13,INR,WALLET,SUCCESS,,1,0.459,2026-06-10 16:43:15.661676
pay_004916,cust_00627,2141.19,INR,NETBANKING,SUCCESS,,1,0.66,2026-06-10 17:00:15.661676
pay_001190,cust_02881,833.24,INR,NETBANKING,SUCCESS,,1,0.917,2026-06-10 17:24:15.661676
pay_003264,cust_02088,4620.26,INR,CARD,SUCCESS,,1,0.65,2026-06-10 17:40:15.661676
pay_005836,cust_02883,1292.04,INR,CARD,SUCCESS,,1,0.647,2026-06-10 17:43:15.661676
pay_005021,cust_01544,1726.19,INR,UPI,SUCCESS,,1,0.583,2026-06-10 18:09:15.661676
pay_002200,cust_01422,2671.24,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,0.702,2026-06-10 18:28:15.661676
pay_008114,cust_00547,655.12,INR,WALLET,SUCCESS,,1,0.466,2026-06-10 18:31:15.661676
pay_007831,cust_02943,1548.61,INR,UPI,SUCCESS,,1,0.56,2026-06-10 19:22:15.661676
pay_003689,cust_02703,5015.62,INR,UPI,SUCCESS,,1,0.523,2026-06-10 19:28:15.661676
pay_007113,cust_00747,5173.27,INR,WALLET,SUCCESS,,1,0.892,2026-06-10 19:30:15.661676
pay_008787,cust_00044,2991.38,INR,CARD,SUCCESS,,1,0.694,2026-06-10 19:41:15.661676
pay_000320,cust_01873,1629.27,INR,UPI,SUCCESS,,1,0.72,2026-06-10 19:56:15.661676
pay_006425,cust_01021,1163.9,INR,UPI,SUCCESS,,1,0.601,2026-06-10 19:59:15.661676
pay_006564,cust_00020,5867.99,INR,UPI,SUCCESS,,1,0.595,2026-06-10 20:02:15.661676
pay_000318,cust_02248,1410.62,INR,WALLET,SUCCESS,,1,0.578,2026-06-10 20:39:15.661676
pay_005150,cust_02679,2345.99,INR,NETBANKING,SUCCESS,,1,0.453,2026-06-10 20:45:15.661676
pay_009931,cust_01907,1028.2,INR,UPI,SUCCESS,,1,0.747,2026-06-10 21:11:15.661676
pay_003072,cust_00246,7058.67,INR,UPI,SUCCESS,,1,0.787,2026-06-10 21:11:15.661676
pay_009022,cust_02358,6544.98,INR,WALLET,SUCCESS,,1,0.48,2026-06-10 21:11:15.661676
pay_002602,cust_01265,2968.37,INR,WALLET,FAILED,TIMEOUT,4,0.454,2026-06-10 21:16:15.661676
pay_008662,cust_00607,590.24,INR,NETBANKING,SUCCESS,,1,0.912,2026-06-10 21:22:15.661676
pay_001958,cust_01370,22252.26,INR,NETBANKING,SUCCESS,,1,0.457,2026-06-10 21:24:15.661676
pay_009620,cust_01270,1076.75,INR,WALLET,SUCCESS,,1,0.478,2026-06-10 21:29:15.661676
pay_008347,cust_02332,1337.91,INR,CARD,SUCCESS,,1,0.969,2026-06-10 21:38:15.661676
pay_002509,cust_02192,613.48,INR,NETBANKING,SUCCESS,,1,0.98,2026-06-10 21:43:15.661676
pay_007629,cust_00362,500.19,INR,CARD,SUCCESS,,1,0.702,2026-06-10 21:47:15.661676
pay_001532,cust_00057,439.33,INR,CARD,SUCCESS,,1,0.826,2026-06-10 22:14:15.661676
pay_004232,cust_02167,5347.9,INR,NETBANKING,SUCCESS,,1,0.906,2026-06-10 22:43:15.661676
pay_006855,cust_02369,1840.65,INR,UPI,FAILED,LIMIT_EXCEEDED,4,0.64,2026-06-10 23:27:15.661676
pay_009764,cust_00528,2345.39,INR,UPI,SUCCESS,,1,0.71,2026-06-10 23:27:15.661676
pay_006339,cust_01548,2020.75,INR,CARD,SUCCESS,,1,0.632,2026-06-10 23:28:15.661676
pay_003656,cust_00363,2419.49,INR,WALLET,SUCCESS,,1,0.474,2026-06-10 23:30:15.661676
pay_001059,cust_01325,2793.02,INR,UPI,SUCCESS,,1,0.679,2026-06-10 23:35:15.661676
pay_001279,cust_00218,2108.3,INR,CARD,SUCCESS,,1,0.82,2026-06-10 23:55:15.661676
pay_002191,cust_02720,503.46,INR,WALLET,SUCCESS,,1,0.73,2026-06-11 00:05:15.661676
pay_002711,cust_01563,939.41,INR,NETBANKING,SUCCESS,,1,0.68,2026-06-11 00:15:15.661676
pay_009569,cust_01604,10148.48,INR,CARD,SUCCESS,,1,0.487,2026-06-11 00:17:15.661676
pay_004681,cust_01239,1502.61,INR,UPI,SUCCESS,,1,0.869,2026-06-11 00:31:15.661676
pay_004107,cust_00613,1428.82,INR,CARD,SUCCESS,,1,0.654,2026-06-11 00:35:15.661676
pay_000785,cust_02658,2829.44,INR,CARD,SUCCESS,,1,0.842,2026-06-11 00:44:15.661676
pay_005889,cust_00576,295.05,INR,CARD,SUCCESS,,1,0.847,2026-06-11 00:47:15.661676
pay_002315,cust_02077,3080.17,INR,WALLET,SUCCESS,,1,0.578,2026-06-11 01:01:15.661676
pay_008668,cust_02504,1043.79,INR,CARD,SUCCESS,,1,0.917,2026-06-11 01:06:15.661676
pay_008305,cust_00478,3516.42,INR,CARD,SUCCESS,,1,0.781,2026-06-11 01:07:15.661676
pay_008511,cust_00845,1812.47,INR,UPI,SUCCESS,,1,0.518,2026-06-11 01:23:15.661676
pay_003207,cust_01107,974.45,INR,CARD,SUCCESS,,1,0.632,2026-06-11 01:25:15.661676
pay_002087,cust_02143,1204.1,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,3,0.546,2026-06-11 01:26:15.661676
pay_007619,cust_02535,632.47,INR,UPI,SUCCESS,,1,0.788,2026-06-11 01:51:15.661676
pay_008454,cust_02760,1096.78,INR,CARD,SUCCESS,,1,0.689,2026-06-11 02:10:15.661676
pay_007147,cust_01967,2897.81,INR,UPI,SUCCESS,,1,0.535,2026-06-11 02:13:15.661676
pay_005542,cust_02858,6877.0,INR,UPI,SUCCESS,,1,0.797,2026-06-11 02:25:15.661676
pay_000783,cust_01404,2450.77,INR,CARD,SUCCESS,,1,0.97,2026-06-11 02:26:15.661676
pay_000522,cust_01610,2792.49,INR,NETBANKING,FAILED,BANK_ERROR,2,0.818,2026-06-11 02:33:15.661676
pay_001523,cust_02063,1508.41,INR,UPI,SUCCESS,,1,0.7,2026-06-11 02:39:15.661676
pay_004526,cust_02225,4516.24,INR,NETBANKING,SUCCESS,,1,0.902,2026-06-11 02:50:15.661676
pay_003613,cust_01641,1566.7,INR,CARD,SUCCESS,,1,0.463,2026-06-11 03:15:15.661676
pay_007708,cust_02419,1740.21,INR,WALLET,SUCCESS,,1,0.654,2026-06-11 03:18:15.661676
pay_003140,cust_00679,1459.56,INR,WALLET,SUCCESS,,1,0.698,2026-06-11 03:19:15.661676
pay_001180,cust_02916,747.79,INR,WALLET,SUCCESS,,1,0.7,2026-06-11 03:30:15.661676
pay_002094,cust_01863,727.01,INR,WALLET,SUCCESS,,1,0.704,2026-06-11 03:53:15.661676
pay_009492,cust_02677,1744.05,INR,WALLET,SUCCESS,,1,0.694,2026-06-11 03:59:15.661676
pay_000863,cust_01036,6235.44,INR,CARD,SUCCESS,,1,0.882,2026-06-11 04:09:15.661676
pay_004621,cust_00812,1257.76,INR,WALLET,SUCCESS,,1,0.956,2026-06-11 04:15:15.661676
pay_000841,cust_02660,1737.89,INR,UPI,SUCCESS,,1,0.691,2026-06-11 04:22:15.661676
pay_007167,cust_02395,8252.82,INR,CARD,FAILED,BANK_ERROR,1,0.723,2026-06-11 04:24:15.661676
pay_005544,cust_00773,1543.65,INR,CARD,SUCCESS,,1,0.883,2026-06-11 04:48:15.661676
pay_008224,cust_00184,2590.35,INR,NETBANKING,SUCCESS,,1,0.767,2026-06-11 04:54:15.661676
pay_006870,cust_02008,627.74,INR,WALLET,SUCCESS,,1,0.465,2026-06-11 04:56:15.661676
pay_008295,cust_01324,3662.56,INR,CARD,SUCCESS,,1,0.455,2026-06-11 05:39:15.661676
pay_003571,cust_02998,1425.12,INR,CARD,SUCCESS,,1,0.514,2026-06-11 06:12:15.661676
pay_008475,cust_02998,2650.52,INR,CARD,SUCCESS,,1,0.528,2026-06-11 06:13:15.661676
pay_009037,cust_01454,1856.44,INR,UPI,SUCCESS,,1,0.555,2026-06-11 06:25:15.661676
pay_009459,cust_01151,4172.91,INR,WALLET,SUCCESS,,1,0.476,2026-06-11 06:28:15.661676
pay_003033,cust_00760,2598.8,INR,WALLET,SUCCESS,,1,0.575,2026-06-11 06:50:15.661676
pay_005263,cust_00561,2248.32,INR,NETBANKING,SUCCESS,,1,0.607,2026-06-11 07:38:15.661676
pay_001536,cust_01729,504.84,INR,UPI,SUCCESS,,1,0.532,2026-06-11 08:10:15.661676
pay_003375,cust_00190,470.54,INR,UPI,SUCCESS,,1,0.68,2026-06-11 08:17:15.661676
pay_004211,cust_00581,1472.81,INR,CARD,SUCCESS,,1,0.636,2026-06-11 08:59:15.661676
pay_008895,cust_01582,736.16,INR,CARD,SUCCESS,,1,0.827,2026-06-11 09:01:15.661676
pay_007282,cust_01127,5401.73,INR,NETBANKING,SUCCESS,,1,0.622,2026-06-11 09:09:15.661676
pay_002994,cust_01372,1525.74,INR,WALLET,SUCCESS,,1,0.902,2026-06-11 09:11:15.661676
pay_001544,cust_01709,1254.29,INR,WALLET,SUCCESS,,1,0.957,2026-06-11 09:13:15.661676
pay_008364,cust_01241,1275.74,INR,CARD,SUCCESS,,1,0.457,2026-06-11 09:13:15.661676
pay_004121,cust_02427,1111.96,INR,NETBANKING,SUCCESS,,1,0.949,2026-06-11 09:24:15.661676
pay_002118,cust_02324,816.09,INR,UPI,FAILED,TIMEOUT,4,0.987,2026-06-11 09:48:15.661676
pay_003059,cust_01896,691.1,INR,CARD,SUCCESS,,1,0.923,2026-06-11 09:49:15.661676
pay_004369,cust_00161,1055.76,INR,CARD,SUCCESS,,1,0.971,2026-06-11 09:56:15.661676
pay_006839,cust_00863,1138.55,INR,CARD,SUCCESS,,1,0.551,2026-06-11 10:30:15.661676
pay_005165,cust_01789,3414.14,INR,NETBANKING,SUCCESS,,1,0.955,2026-06-11 10:47:15.661676
pay_006941,cust_00041,1282.82,INR,CARD,SUCCESS,,1,0.749,2026-06-11 10:51:15.661676
pay_007650,cust_02314,774.93,INR,UPI,SUCCESS,,1,0.745,2026-06-11 11:06:15.661676
pay_000549,cust_00549,2433.09,INR,NETBANKING,SUCCESS,,1,0.513,2026-06-11 11:14:15.661676
pay_006567,cust_01697,5884.58,INR,WALLET,SUCCESS,,1,0.659,2026-06-11 12:06:15.661676
pay_009982,cust_02871,1208.36,INR,CARD,SUCCESS,,1,0.937,2026-06-11 12:38:15.661676
pay_001478,cust_01859,2529.12,INR,WALLET,SUCCESS,,1,0.56,2026-06-11 12:39:15.661676
pay_001939,cust_01964,4309.72,INR,NETBANKING,SUCCESS,,1,0.747,2026-06-11 13:16:15.661676
pay_001377,cust_00243,1058.64,INR,WALLET,FAILED,BANK_ERROR,3,0.81,2026-06-11 13:33:15.661676
pay_005134,cust_01022,2598.96,INR,CARD,SUCCESS,,1,0.924,2026-06-11 13:39:15.661676
