payment_id,amount,payment_method,failure_reason,attempt_number,customer_success_rate,action,recovery_success,simulated_probability
pay_008605,2953.1,UPI,CARD_EXPIRED,3,0.852,SEND_REMINDER,1,0.656
pay_006733,2034.16,UPI,USER_CANCELLED,1,0.55,RETRY,1,0.4750000000000001
pay_006733,2034.16,UPI,USER_CANCELLED,1,0.55,SEND_REMINDER,0,0.605
pay_000487,1077.87,CARD,INSUFFICIENT_FUNDS,2,0.554,RETRY,1,0.20700000000000002
pay_000487,1077.87,CARD,INSUFFICIENT_FUNDS,2,0.554,SEND_REMINDER,0,0.5070000000000001
pay_002933,887.68,NETBANKING,INSUFFICIENT_FUNDS,2,0.831,RETRY,0,0.3455
pay_002933,887.68,NETBANKING,INSUFFICIENT_FUNDS,2,0.831,SEND_REMINDER,0,0.6455
pay_007777,4154.91,UPI,BANK_ERROR,2,0.76,RETRY,0,0.71
pay_007777,4154.91,UPI,BANK_ERROR,2,0.76,SEND_REMINDER,0,0.38
pay_005281,1082.62,UPI,NETWORK_ERROR,1,0.707,RETRY,1,0.7235
pay_005281,1082.62,UPI,NETWORK_ERROR,1,0.707,SEND_REMINDER,0,0.4535
pay_001935,14995.04,NETBANKING,LIMIT_EXCEEDED,4,0.537,RETRY,0,0.01
pay_001935,14995.04,NETBANKING,LIMIT_EXCEEDED,4,0.537,SEND_REMINDER,0,0.30849999999999994
pay_008847,1373.33,NETBANKING,NETWORK_ERROR,2,0.876,RETRY,1,0.738
pay_008847,1373.33,NETBANKING,NETWORK_ERROR,2,0.876,SEND_REMINDER,0,0.468
pay_005384,6957.81,WALLET,USER_CANCELLED,3,0.711,RETRY,0,0.4155000000000001
pay_005384,6957.81,WALLET,USER_CANCELLED,3,0.711,SEND_REMINDER,0,0.5455
pay_002200,2671.24,NETBANKING,INSUFFICIENT_FUNDS,2,0.702,RETRY,1,0.28099999999999997
pay_002200,2671.24,NETBANKING,INSUFFICIENT_FUNDS,2,0.702,SEND_REMINDER,0,0.581
pay_002602,2968.37,WALLET,TIMEOUT,4,0.454,RETRY,1,0.3469999999999999
pay_002602,2968.37,WALLET,TIMEOUT,4,0.454,SEND_REMINDER,0,0.11700000000000005
pay_006855,1840.65,UPI,LIMIT_EXCEEDED,4,0.64,RETRY,1,0.06
pay_006855,1840.65,UPI,LIMIT_EXCEEDED,4,0.64,SEND_REMINDER,1,0.36000000000000004
pay_002087,1204.1,NETBANKING,INSUFFICIENT_FUNDS,3,0.546,RETRY,0,0.133
pay_002087,1204.1,NETBANKING,INSUFFICIENT_FUNDS,3,0.546,SEND_REMINDER,0,0.43300000000000005
pay_000522,2792.49,NETBANKING,BANK_ERROR,2,0.818,RETRY,1,0.7389999999999999
pay_000522,2792.49,NETBANKING,BANK_ERROR,2,0.818,SEND_REMINDER,0,0.409
pay_007167,8252.82,CARD,BANK_ERROR,1,0.723,RETRY,1,0.7615000000000001
pay_007167,8252.82,CARD,BANK_ERROR,1,0.723,SEND_REMINDER,1,0.4315
pay_002118,816.09,UPI,TIMEOUT,4,0.987,RETRY,1,0.6134999999999999
pay_002118,816.09,UPI,TIMEOUT,4,0.987,SEND_REMINDER,0,0.3835
pay_001377,1058.64,WALLET,BANK_ERROR,3,0.81,RETRY,1,0.665
pay_001377,1058.64,WALLET,BANK_ERROR,3,0.81,SEND_REMINDER,0,0.335
pay_006934,1794.12,NETBANKING,USER_CANCELLED,3,0.472,RETRY,0,0.29600000000000004
pay_006934,1794.12,NETBANKING,USER_CANCELLED,3,0.472,SEND_REMINDER,0,0.42599999999999993
pay_000945,7921.29,UPI,LIMIT_EXCEEDED,4,0.781,RETRY,0,0.1305
pay_000945,7921.29,UPI,LIMIT_EXCEEDED,4,0.781,SEND_REMINDER,0,0.43050000000000005
pay_008008,5993.37,UPI,BANK_ERROR,4,0.54,RETRY,0,0.46
pay_008008,5993.37,UPI,BANK_ERROR,4,0.54,SEND_REMINDER,0,0.13
pay_003280,2816.49,WALLET,LIMIT_EXCEEDED,4,0.932,RETRY,1,0.20600000000000002
pay_003280,2816.49,WALLET,LIMIT_EXCEEDED,4,0.932,SEND_REMINDER,1,0.506
pay_000705,520.45,CARD,INSUFFICIENT_FUNDS,2,0.975,RETRY,0,0.4175
pay_000705,520.45,CARD,INSUFFICIENT_FUNDS,2,0.975,SEND_REMINDER,1,0.7175
pay_002971,391.58,CARD,FRAUD_SUSPECTED,1,0.925,RETRY,1,0.12250000000000004
pay_002971,391.58,CARD,FRAUD_SUSPECTED,1,0.925,SEND_REMINDER,0,0.12250000000000004
pay_005314,2102.29,UPI,INSUFFICIENT_FUNDS,2,0.622,RETRY,0,0.241
pay_005314,2102.29,UPI,INSUFFICIENT_FUNDS,2,0.622,SEND_REMINDER,0,0.5409999999999999
pay_007407,1338.9,NETBANKING,TIMEOUT,1,0.69,RETRY,1,0.6749999999999999
pay_007407,1338.9,NETBANKING,TIMEOUT,1,0.69,SEND_REMINDER,0,0.445
pay_007695,2965.17,UPI,INSUFFICIENT_FUNDS,4,0.797,RETRY,0,0.1885
pay_007695,2965.17,UPI,INSUFFICIENT_FUNDS,4,0.797,SEND_REMINDER,0,0.4885000000000001
pay_005811,4370.24,UPI,LIMIT_EXCEEDED,4,0.696,RETRY,0,0.08799999999999997
pay_005811,4370.24,UPI,LIMIT_EXCEEDED,4,0.696,SEND_REMINDER,0,0.38799999999999996
pay_005312,4851.19,WALLET,USER_CANCELLED,4,0.863,RETRY,1,0.42150000000000004
pay_005312,4851.19,WALLET,USER_CANCELLED,4,0.863,SEND_REMINDER,1,0.5514999999999999
pay_000359,2340.63,UPI,LIMIT_EXCEEDED,4,0.702,RETRY,0,0.09099999999999997
pay_000359,2340.63,UPI,LIMIT_EXCEEDED,4,0.702,SEND_REMINDER,0,0.39099999999999996
pay_006009,4501.0,NETBANKING,USER_CANCELLED,2,0.979,RETRY,1,0.6194999999999999
pay_006009,4501.0,NETBANKING,USER_CANCELLED,2,0.979,SEND_REMINDER,1,0.7494999999999998
pay_006184,8624.26,CARD,FRAUD_SUSPECTED,2,0.925,RETRY,0,0.05250000000000003
pay_006184,8624.26,CARD,FRAUD_SUSPECTED,2,0.925,SEND_REMINDER,0,0.05250000000000003
pay_000360,932.82,NETBANKING,USER_CANCELLED,2,0.865,RETRY,1,0.5625
pay_000360,932.82,NETBANKING,USER_CANCELLED,2,0.865,SEND_REMINDER,1,0.6924999999999999
pay_002101,2443.36,WALLET,NETWORK_ERROR,2,0.668,RETRY,1,0.6339999999999999
pay_002101,2443.36,WALLET,NETWORK_ERROR,2,0.668,SEND_REMINDER,1,0.36400000000000005
pay_006305,380.74,NETBANKING,NETWORK_ERROR,1,0.843,RETRY,1,0.7915
pay_006305,380.74,NETBANKING,NETWORK_ERROR,1,0.843,SEND_REMINDER,1,0.5215000000000001
pay_001548,2301.77,WALLET,LIMIT_EXCEEDED,4,0.968,RETRY,0,0.22399999999999998
pay_001548,2301.77,WALLET,LIMIT_EXCEEDED,4,0.968,SEND_REMINDER,0,0.524
pay_004714,2405.66,UPI,NETWORK_ERROR,4,0.622,RETRY,0,0.47100000000000003
pay_004714,2405.66,UPI,NETWORK_ERROR,4,0.622,SEND_REMINDER,0,0.201
pay_009975,6076.93,WALLET,BANK_ERROR,1,0.566,RETRY,1,0.683
pay_009975,6076.93,WALLET,BANK_ERROR,1,0.566,SEND_REMINDER,1,0.353
pay_003717,24208.87,WALLET,INSUFFICIENT_FUNDS,3,0.91,RETRY,1,0.315
pay_003717,24208.87,WALLET,INSUFFICIENT_FUNDS,3,0.91,SEND_REMINDER,1,0.6150000000000001
pay_000568,807.17,UPI,USER_CANCELLED,1,0.986,RETRY,1,0.6930000000000001
pay_000568,807.17,UPI,USER_CANCELLED,1,0.986,SEND_REMINDER,1,0.823
pay_003512,896.57,UPI,BANK_ERROR,1,0.473,RETRY,1,0.6365000000000001
pay_003512,896.57,UPI,BANK_ERROR,1,0.473,SEND_REMINDER,0,0.3065
pay_003805,885.16,UPI,BANK_ERROR,3,0.453,RETRY,0,0.48650000000000004
pay_003805,885.16,UPI,BANK_ERROR,3,0.453,SEND_REMINDER,0,0.15649999999999997
pay_006177,1594.6,UPI,USER_CANCELLED,1,0.475,RETRY,0,0.43750000000000006
pay_006177,1594.6,UPI,USER_CANCELLED,1,0.475,SEND_REMINDER,1,0.5674999999999999
pay_009751,1226.96,CARD,LIMIT_EXCEEDED,3,0.984,RETRY,1,0.302
pay_009751,1226.96,CARD,LIMIT_EXCEEDED,3,0.984,SEND_REMINDER,0,0.602
pay_003591,4250.12,UPI,TIMEOUT,4,0.516,RETRY,0,0.37799999999999995
pay_003591,4250.12,UPI,TIMEOUT,4,0.516,SEND_REMINDER,0,0.14800000000000002
pay_005852,1241.2,UPI,USER_CANCELLED,4,0.682,RETRY,0,0.3310000000000001
pay_005852,1241.2,UPI,USER_CANCELLED,4,0.682,SEND_REMINDER,0,0.461
pay_003988,1166.12,CARD,TIMEOUT,1,0.793,RETRY,0,0.7264999999999999
pay_003988,1166.12,CARD,TIMEOUT,1,0.793,SEND_REMINDER,0,0.49650000000000005
pay_009178,1179.96,UPI,NETWORK_ERROR,4,0.493,RETRY,1,0.40650000000000003
pay_009178,1179.96,UPI,NETWORK_ERROR,4,0.493,SEND_REMINDER,0,0.1365
pay_007570,1133.45,NETBANKING,NETWORK_ERROR,1,0.55,RETRY,0,0.645
pay_007570,1133.45,NETBANKING,NETWORK_ERROR,1,0.55,SEND_REMINDER,1,0.37500000000000006
pay_008445,2101.61,CARD,TIMEOUT,1,0.795,RETRY,0,0.7275
pay_008445,2101.61,CARD,TIMEOUT,1,0.795,SEND_REMINDER,1,0.49750000000000005
pay_006400,574.19,NETBANKING,FRAUD_SUSPECTED,1,0.502,RETRY,0,0.01
pay_006400,574.19,NETBANKING,FRAUD_SUSPECTED,1,0.502,SEND_REMINDER,0,0.01
pay_006557,1658.2,CARD,INSUFFICIENT_FUNDS,1,0.589,RETRY,0,0.2945
pay_006557,1658.2,CARD,INSUFFICIENT_FUNDS,1,0.589,SEND_REMINDER,0,0.5945
pay_005551,830.3,CARD,FRAUD_SUSPECTED,3,0.507,RETRY,0,0.01
pay_005551,830.3,CARD,FRAUD_SUSPECTED,3,0.507,SEND_REMINDER,0,0.01
pay_007210,4553.97,CARD,USER_CANCELLED,3,0.663,RETRY,0,0.39150000000000007
pay_007210,4553.97,CARD,USER_CANCELLED,3,0.663,SEND_REMINDER,1,0.5215
pay_002192,2616.88,UPI,USER_CANCELLED,2,0.643,RETRY,0,0.45150000000000007
pay_002192,2616.88,UPI,USER_CANCELLED,2,0.643,SEND_REMINDER,0,0.5814999999999999
pay_001987,3229.48,NETBANKING,BANK_ERROR,2,0.698,RETRY,1,0.679
pay_001987,3229.48,NETBANKING,BANK_ERROR,2,0.698,SEND_REMINDER,1,0.349
pay_001519,796.84,NETBANKING,LIMIT_EXCEEDED,3,0.904,RETRY,1,0.262
pay_001519,796.84,NETBANKING,LIMIT_EXCEEDED,3,0.904,SEND_REMINDER,1,0.5619999999999999
pay_000776,514.82,WALLET,FRAUD_SUSPECTED,1,0.841,RETRY,0,0.0805
pay_000776,514.82,WALLET,FRAUD_SUSPECTED,1,0.841,SEND_REMINDER,0,0.0805
pay_004395,3539.47,UPI,NETWORK_ERROR,1,0.737,RETRY,1,0.7384999999999999
pay_004395,3539.47,UPI,NETWORK_ERROR,1,0.737,SEND_REMINDER,1,0.4685
pay_005961,943.85,UPI,BANK_ERROR,2,0.845,RETRY,1,0.7525
pay_005961,943.85,UPI,BANK_ERROR,2,0.845,SEND_REMINDER,1,0.4225
pay_004387,1044.17,NETBANKING,BANK_ERROR,3,0.885,RETRY,1,0.7025
pay_004387,1044.17,NETBANKING,BANK_ERROR,3,0.885,SEND_REMINDER,0,0.37249999999999994
pay_001320,1556.85,WALLET,INSUFFICIENT_FUNDS,1,0.608,RETRY,0,0.304
pay_001320,1556.85,WALLET,INSUFFICIENT_FUNDS,1,0.608,SEND_REMINDER,1,0.6040000000000001
pay_003753,4925.96,UPI,TIMEOUT,4,0.466,RETRY,0,0.3529999999999999
pay_003753,4925.96,UPI,TIMEOUT,4,0.466,SEND_REMINDER,0,0.12300000000000005
pay_003669,1613.7,WALLET,FRAUD_SUSPECTED,4,0.775,RETRY,0,0.01
pay_003669,1613.7,WALLET,FRAUD_SUSPECTED,4,0.775,SEND_REMINDER,0,0.01
pay_002344,1186.99,UPI,CARD_EXPIRED,3,0.814,RETRY,0,0.11699999999999999
pay_002344,1186.99,UPI,CARD_EXPIRED,3,0.814,SEND_REMINDER,1,0.6369999999999999
pay_007996,10592.32,NETBANKING,FRAUD_SUSPECTED,2,0.637,RETRY,0,0.01
pay_007996,10592.32,NETBANKING,FRAUD_SUSPECTED,2,0.637,SEND_REMINDER,0,0.01
pay_001731,1512.06,CARD,TIMEOUT,4,0.979,RETRY,1,0.6094999999999999
pay_001731,1512.06,CARD,TIMEOUT,4,0.979,SEND_REMINDER,1,0.3795
pay_009671,2099.99,WALLET,NETWORK_ERROR,3,0.951,RETRY,0,0.7054999999999999
pay_009671,2099.99,WALLET,NETWORK_ERROR,3,0.951,SEND_REMINDER,0,0.4355
pay_004959,1735.03,UPI,LIMIT_EXCEEDED,4,0.908,RETRY,0,0.194
pay_004959,1735.03,UPI,LIMIT_EXCEEDED,4,0.908,SEND_REMINDER,0,0.49399999999999994
pay_004733,782.98,UPI,INSUFFICIENT_FUNDS,1,0.452,RETRY,1,0.226
pay_004733,782.98,UPI,INSUFFICIENT_FUNDS,1,0.452,SEND_REMINDER,1,0.526
pay_004540,3337.56,UPI,CARD_EXPIRED,3,0.509,RETRY,0,0.01
pay_004540,3337.56,UPI,CARD_EXPIRED,3,0.509,SEND_REMINDER,0,0.48450000000000004
pay_008428,876.0,WALLET,USER_CANCELLED,4,0.671,RETRY,0,0.32550000000000007
pay_008428,876.0,WALLET,USER_CANCELLED,4,0.671,SEND_REMINDER,1,0.45549999999999996
pay_001738,769.51,WALLET,BANK_ERROR,4,0.708,RETRY,0,0.544
pay_001738,769.51,WALLET,BANK_ERROR,4,0.708,SEND_REMINDER,0,0.21399999999999997
pay_008331,1522.09,WALLET,USER_CANCELLED,1,0.821,RETRY,1,0.6105
pay_008331,1522.09,WALLET,USER_CANCELLED,1,0.821,SEND_REMINDER,0,0.7404999999999999
pay_009076,6212.04,CARD,BANK_ERROR,3,0.458,RETRY,0,0.489
pay_009076,6212.04,CARD,BANK_ERROR,3,0.458,SEND_REMINDER,0,0.15900000000000003
pay_009718,770.75,CARD,USER_CANCELLED,2,0.732,RETRY,0,0.49600000000000005
pay_009718,770.75,CARD,USER_CANCELLED,2,0.732,SEND_REMINDER,1,0.6259999999999999
pay_007258,3038.46,WALLET,BANK_ERROR,4,0.845,RETRY,1,0.6125
pay_007258,3038.46,WALLET,BANK_ERROR,4,0.845,SEND_REMINDER,1,0.2825
pay_004467,3569.08,CARD,BANK_ERROR,1,0.876,RETRY,1,0.8380000000000001
pay_004467,3569.08,CARD,BANK_ERROR,1,0.876,SEND_REMINDER,1,0.508
pay_002300,543.23,NETBANKING,INSUFFICIENT_FUNDS,2,0.521,RETRY,0,0.1905
pay_002300,543.23,NETBANKING,INSUFFICIENT_FUNDS,2,0.521,SEND_REMINDER,1,0.4905
pay_007986,922.77,CARD,NETWORK_ERROR,1,0.792,RETRY,0,0.766
pay_007986,922.77,CARD,NETWORK_ERROR,1,0.792,SEND_REMINDER,1,0.49600000000000005
pay_007659,3320.36,UPI,USER_CANCELLED,3,0.898,RETRY,0,0.509
pay_007659,3320.36,UPI,USER_CANCELLED,3,0.898,SEND_REMINDER,1,0.6389999999999999
pay_009757,3357.14,CARD,BANK_ERROR,4,0.599,RETRY,1,0.4895
pay_009757,3357.14,CARD,BANK_ERROR,4,0.599,SEND_REMINDER,0,0.15949999999999998
pay_007884,1727.36,WALLET,BANK_ERROR,4,0.571,RETRY,0,0.4755
pay_007884,1727.36,WALLET,BANK_ERROR,4,0.571,SEND_REMINDER,0,0.14549999999999996
pay_000846,2681.04,UPI,FRAUD_SUSPECTED,1,0.789,RETRY,1,0.05450000000000004
pay_000846,2681.04,UPI,FRAUD_SUSPECTED,1,0.789,SEND_REMINDER,0,0.05450000000000004
pay_001841,1631.36,WALLET,TIMEOUT,4,0.808,RETRY,0,0.524
pay_001841,1631.36,WALLET,TIMEOUT,4,0.808,SEND_REMINDER,1,0.294
pay_004934,4437.73,CARD,INSUFFICIENT_FUNDS,3,0.84,RETRY,0,0.27999999999999997
pay_004934,4437.73,CARD,INSUFFICIENT_FUNDS,3,0.84,SEND_REMINDER,1,0.58
pay_006694,2625.81,CARD,BANK_ERROR,4,0.595,RETRY,1,0.4875
pay_006694,2625.81,CARD,BANK_ERROR,4,0.595,SEND_REMINDER,0,0.15749999999999997
pay_000687,1491.8,NETBANKING,BANK_ERROR,1,0.745,RETRY,1,0.7725
pay_000687,1491.8,NETBANKING,BANK_ERROR,1,0.745,SEND_REMINDER,0,0.4425
pay_008747,1669.95,UPI,NETWORK_ERROR,1,0.977,RETRY,0,0.8585
pay_008747,1669.95,UPI,NETWORK_ERROR,1,0.977,SEND_REMINDER,1,0.5885
pay_000351,2318.62,WALLET,INSUFFICIENT_FUNDS,1,0.888,RETRY,1,0.444
pay_000351,2318.62,WALLET,INSUFFICIENT_FUNDS,1,0.888,SEND_REMINDER,1,0.744
pay_004556,1421.73,CARD,NETWORK_ERROR,2,0.584,RETRY,0,0.5919999999999999
pay_004556,1421.73,CARD,NETWORK_ERROR,2,0.584,SEND_REMINDER,0,0.322
pay_003018,187.59,WALLET,NETWORK_ERROR,2,0.472,RETRY,1,0.536
pay_003018,187.59,WALLET,NETWORK_ERROR,2,0.472,SEND_REMINDER,0,0.266
pay_006256,309.75,WALLET,FRAUD_SUSPECTED,2,0.772,RETRY,0,0.01
pay_006256,309.75,WALLET,FRAUD_SUSPECTED,2,0.772,SEND_REMINDER,0,0.01
pay_005675,629.44,WALLET,BANK_ERROR,1,0.641,RETRY,1,0.7205
pay_005675,629.44,WALLET,BANK_ERROR,1,0.641,SEND_REMINDER,1,0.3905
pay_007687,1212.09,NETBANKING,INSUFFICIENT_FUNDS,4,0.543,RETRY,0,0.0615
pay_007687,1212.09,NETBANKING,INSUFFICIENT_FUNDS,4,0.543,SEND_REMINDER,1,0.3615000000000001
pay_000727,1834.9,WALLET,INSUFFICIENT_FUNDS,3,0.636,RETRY,1,0.178
pay_000727,1834.9,WALLET,INSUFFICIENT_FUNDS,3,0.636,SEND_REMINDER,0,0.4780000000000001
pay_000496,2782.56,UPI,NETWORK_ERROR,2,0.767,RETRY,1,0.6835
pay_000496,2782.56,UPI,NETWORK_ERROR,2,0.767,SEND_REMINDER,0,0.41350000000000003
pay_001747,3944.82,CARD,FRAUD_SUSPECTED,4,0.658,RETRY,0,0.01
pay_001747,3944.82,CARD,FRAUD_SUSPECTED,4,0.658,SEND_REMINDER,0,0.01
pay_007526,960.43,UPI,INSUFFICIENT_FUNDS,1,0.633,RETRY,0,0.3165
pay_007526,960.43,UPI,INSUFFICIENT_FUNDS,1,0.633,SEND_REMINDER,1,0.6165
pay_003549,743.03,UPI,CARD_EXPIRED,4,0.451,RETRY,0,0.01
pay_003549,743.03,UPI,CARD_EXPIRED,4,0.451,SEND_REMINDER,1,0.3855
pay_003708,5333.5,NETBANKING,USER_CANCELLED,4,0.971,RETRY,0,0.4755
pay_003708,5333.5,NETBANKING,USER_CANCELLED,4,0.971,SEND_REMINDER,1,0.6054999999999999
pay_007688,2791.76,WALLET,BANK_ERROR,4,0.467,RETRY,1,0.42350000000000004
pay_007688,2791.76,WALLET,BANK_ERROR,4,0.467,SEND_REMINDER,0,0.09349999999999997
pay_003478,335.45,NETBANKING,NETWORK_ERROR,4,0.556,RETRY,0,0.438
pay_003478,335.45,NETBANKING,NETWORK_ERROR,4,0.556,SEND_REMINDER,0,0.16800000000000004
pay_000942,3633.55,NETBANKING,LIMIT_EXCEEDED,2,0.719,RETRY,1,0.2395
pay_000942,3633.55,NETBANKING,LIMIT_EXCEEDED,2,0.719,SEND_REMINDER,1,0.5394999999999999
pay_004213,3423.01,CARD,BANK_ERROR,1,0.629,RETRY,1,0.7145
pay_004213,3423.01,CARD,BANK_ERROR,1,0.629,SEND_REMINDER,1,0.3845
pay_006966,2779.38,NETBANKING,NETWORK_ERROR,4,0.82,RETRY,0,0.5700000000000001
pay_006966,2779.38,NETBANKING,NETWORK_ERROR,4,0.82,SEND_REMINDER,1,0.3
pay_000425,3029.95,UPI,INSUFFICIENT_FUNDS,2,0.454,RETRY,0,0.157
pay_000425,3029.95,UPI,INSUFFICIENT_FUNDS,2,0.454,SEND_REMINDER,0,0.457
pay_005874,872.61,WALLET,INSUFFICIENT_FUNDS,1,0.602,RETRY,0,0.301
pay_005874,872.61,WALLET,INSUFFICIENT_FUNDS,1,0.602,SEND_REMINDER,1,0.601
pay_000995,811.35,UPI,NETWORK_ERROR,2,0.836,RETRY,1,0.718
pay_000995,811.35,UPI,NETWORK_ERROR,2,0.836,SEND_REMINDER,0,0.448
pay_000418,1983.34,WALLET,TIMEOUT,3,0.923,RETRY,0,0.6515
pay_000418,1983.34,WALLET,TIMEOUT,3,0.923,SEND_REMINDER,0,0.4215000000000001
pay_007715,5111.87,UPI,INSUFFICIENT_FUNDS,4,0.876,RETRY,0,0.22799999999999998
pay_007715,5111.87,UPI,INSUFFICIENT_FUNDS,4,0.876,SEND_REMINDER,0,0.528
pay_008083,1184.25,NETBANKING,FRAUD_SUSPECTED,2,0.641,RETRY,0,0.01
pay_008083,1184.25,NETBANKING,FRAUD_SUSPECTED,2,0.641,SEND_REMINDER,0,0.01
pay_008803,2690.03,WALLET,USER_CANCELLED,2,0.546,RETRY,0,0.4030000000000001
pay_008803,2690.03,WALLET,USER_CANCELLED,2,0.546,SEND_REMINDER,1,0.5329999999999999
pay_001318,1416.32,UPI,INSUFFICIENT_FUNDS,1,0.661,RETRY,0,0.3305
pay_001318,1416.32,UPI,INSUFFICIENT_FUNDS,1,0.661,SEND_REMINDER,1,0.6305000000000001
pay_006586,1964.18,NETBANKING,TIMEOUT,4,0.468,RETRY,0,0.3539999999999999
pay_006586,1964.18,NETBANKING,TIMEOUT,4,0.468,SEND_REMINDER,0,0.12400000000000005
pay_006737,3461.18,UPI,CARD_EXPIRED,3,0.47,RETRY,0,0.01
pay_006737,3461.18,UPI,CARD_EXPIRED,3,0.47,SEND_REMINDER,0,0.46499999999999997
pay_009857,910.34,NETBANKING,TIMEOUT,1,0.545,RETRY,0,0.6025
pay_009857,910.34,NETBANKING,TIMEOUT,1,0.545,SEND_REMINDER,0,0.37250000000000005
pay_001000,2858.54,CARD,NETWORK_ERROR,4,0.897,RETRY,0,0.6085
pay_001000,2858.54,CARD,NETWORK_ERROR,4,0.897,SEND_REMINDER,1,0.33849999999999997
pay_007395,1872.91,WALLET,NETWORK_ERROR,1,0.851,RETRY,1,0.7955
pay_007395,1872.91,WALLET,NETWORK_ERROR,1,0.851,SEND_REMINDER,0,0.5255000000000001
pay_005461,1755.88,NETBANKING,INSUFFICIENT_FUNDS,2,0.799,RETRY,0,0.3295
pay_005461,1755.88,NETBANKING,INSUFFICIENT_FUNDS,2,0.799,SEND_REMINDER,0,0.6295
pay_003577,929.3,CARD,FRAUD_SUSPECTED,2,0.47,RETRY,0,0.01
pay_003577,929.3,CARD,FRAUD_SUSPECTED,2,0.47,SEND_REMINDER,0,0.01
pay_002883,1112.66,CARD,TIMEOUT,2,0.5,RETRY,0,0.51
pay_002883,1112.66,CARD,TIMEOUT,2,0.5,SEND_REMINDER,0,0.28
pay_004692,2196.18,UPI,FRAUD_SUSPECTED,1,0.707,RETRY,0,0.013500000000000003
pay_004692,2196.18,UPI,FRAUD_SUSPECTED,1,0.707,SEND_REMINDER,0,0.013500000000000003
pay_004407,1648.83,CARD,BANK_ERROR,4,0.487,RETRY,1,0.43349999999999994
pay_004407,1648.83,CARD,BANK_ERROR,4,0.487,SEND_REMINDER,0,0.10349999999999998
pay_004109,1540.28,CARD,NETWORK_ERROR,4,0.924,RETRY,1,0.6220000000000001
pay_004109,1540.28,CARD,NETWORK_ERROR,4,0.924,SEND_REMINDER,1,0.35200000000000004
pay_009261,387.43,UPI,TIMEOUT,4,0.8,RETRY,0,0.52
pay_009261,387.43,UPI,TIMEOUT,4,0.8,SEND_REMINDER,0,0.29
pay_004859,2007.31,CARD,INSUFFICIENT_FUNDS,1,0.966,RETRY,1,0.483
pay_004859,2007.31,CARD,INSUFFICIENT_FUNDS,1,0.966,SEND_REMINDER,0,0.783
pay_008955,1442.61,NETBANKING,NETWORK_ERROR,4,0.824,RETRY,0,0.5720000000000001
pay_008955,1442.61,NETBANKING,NETWORK_ERROR,4,0.824,SEND_REMINDER,1,0.302
pay_005273,692.44,CARD,BANK_ERROR,4,0.815,RETRY,0,0.5974999999999999
pay_005273,692.44,CARD,BANK_ERROR,4,0.815,SEND_REMINDER,0,0.26749999999999996
pay_002805,1675.1,NETBANKING,LIMIT_EXCEEDED,3,0.671,RETRY,1,0.14550000000000002
pay_002805,1675.1,NETBANKING,LIMIT_EXCEEDED,3,0.671,SEND_REMINDER,0,0.4455
pay_009568,2733.83,CARD,CARD_EXPIRED,4,0.96,RETRY,0,0.12
pay_009568,2733.83,CARD,CARD_EXPIRED,4,0.96,SEND_REMINDER,0,0.6399999999999999
pay_002801,2094.49,WALLET,BANK_ERROR,3,0.453,RETRY,1,0.48650000000000004
pay_002801,2094.49,WALLET,BANK_ERROR,3,0.453,SEND_REMINDER,0,0.15649999999999997
pay_005517,2707.19,WALLET,INSUFFICIENT_FUNDS,4,0.465,RETRY,0,0.022499999999999992
pay_005517,2707.19,WALLET,INSUFFICIENT_FUNDS,4,0.465,SEND_REMINDER,0,0.32250000000000006
pay_006074,2597.24,WALLET,NETWORK_ERROR,1,0.722,RETRY,1,0.731
pay_006074,2597.24,WALLET,NETWORK_ERROR,1,0.722,SEND_REMINDER,0,0.461
pay_000018,2324.82,UPI,CARD_EXPIRED,3,0.565,RETRY,0,0.01
pay_000018,2324.82,UPI,CARD_EXPIRED,3,0.565,SEND_REMINDER,1,0.5125
pay_000468,3314.31,UPI,TIMEOUT,1,0.853,RETRY,1,0.7565
pay_000468,3314.31,UPI,TIMEOUT,1,0.853,SEND_REMINDER,0,0.5265
pay_008264,1687.38,UPI,NETWORK_ERROR,2,0.704,RETRY,1,0.6519999999999999
pay_008264,1687.38,UPI,NETWORK_ERROR,2,0.704,SEND_REMINDER,1,0.382
pay_005084,768.62,NETBANKING,NETWORK_ERROR,3,0.72,RETRY,1,0.59
pay_005084,768.62,NETBANKING,NETWORK_ERROR,3,0.72,SEND_REMINDER,0,0.32
pay_003819,1315.35,UPI,LIMIT_EXCEEDED,1,0.469,RETRY,1,0.1845
pay_003819,1315.35,UPI,LIMIT_EXCEEDED,1,0.469,SEND_REMINDER,0,0.4845
pay_003671,4119.83,UPI,BANK_ERROR,2,0.643,RETRY,1,0.6515
pay_003671,4119.83,UPI,BANK_ERROR,2,0.643,SEND_REMINDER,0,0.3215
pay_007043,2614.0,NETBANKING,TIMEOUT,2,0.702,RETRY,1,0.611
pay_007043,2614.0,NETBANKING,TIMEOUT,2,0.702,SEND_REMINDER,1,0.381
pay_006922,1091.52,NETBANKING,INSUFFICIENT_FUNDS,3,0.596,RETRY,0,0.15799999999999997
pay_006922,1091.52,NETBANKING,INSUFFICIENT_FUNDS,3,0.596,SEND_REMINDER,1,0.4580000000000001
pay_009337,5503.65,NETBANKING,BANK_ERROR,2,0.496,RETRY,0,0.5780000000000001
pay_009337,5503.65,NETBANKING,BANK_ERROR,2,0.496,SEND_REMINDER,0,0.248
